Graph,Nodes,Optimal_Size,Heuristic,Average_Size,Best_Size,Worst_Size
anti_mdg,655,97,DFS,193.0,193,193
anti_mdg,663,98,Maximum Degree Greedy,98.0,98,98
anti_mdg,663,98,Greedy Independent Cover,98.0,98,98
anti_mdg,663,98,Sorted ListLeft,146.0,146,146
anti_mdg,663,98,Sorted ListRight,635.0,635,635
anti_mdg,663,98,DFS,195.0,195,195
anti_mdg,671,99,Maximum Degree Greedy,99.0,99,99
anti_mdg,671,99,Greedy Independent Cover,99.0,99,99
anti_mdg,671,99,Sorted ListLeft,148.0,148,148
anti_mdg,671,99,Sorted ListRight,643.0,643,643
anti_mdg,671,99,DFS,197.0,197,197
anti_mdg,682,100,Maximum Degree Greedy,100.0,100,100
anti_mdg,682,100,Greedy Independent Cover,100.0,100,100
anti_mdg,682,100,Sorted ListLeft,149.0,149,149
anti_mdg,682,100,Sorted ListRight,653.0,653,653
anti_mdg,682,100,DFS,199.0,199,199
anti_mdg,686,101,Maximum Degree Greedy,101.0,101,101
anti_mdg,686,101,Greedy Independent Cover,101.0,101,101
anti_mdg,686,101,Sorted ListLeft,151.0,151,151
anti_mdg,686,101,Sorted ListRight,657.0,657,657
anti_mdg,686,101,DFS,201.0,201,201
anti_mdg,696,102,Maximum Degree Greedy,102.0,102,102
anti_mdg,696,102,Greedy Independent Cover,102.0,102,102
anti_mdg,696,102,Sorted ListLeft,152.0,152,152
anti_mdg,696,102,Sorted ListRight,667.0,667,667
anti_mdg,696,102,DFS,203.0,203,203
anti_mdg,700,103,Maximum Degree Greedy,103.0,103,103
anti_mdg,700,103,Greedy Independent Cover,103.0,103,103
